followers_count,following_count,followers_following_ratio,account_age_days,bio_length,has_profile_pic,posts_per_day,avg_likes,avg_comments,hashtags_per_post,has_url_in_bio,posting_regularity,content_repetition_score,engagement_consistency,is_fake
536,28,19.142857142857142,2889,70,1,0.3,9.0,0,4.1,0,0.33,0.19,0.76,0
18,1819,0.009895547003848268,73,11,0,42.67,0.0,0,27.5,0,0.9,0.69,0.16,1
493,4527,0.1089021426993594,34,153,1,24.21,0.0,0,22.8,0,0.92,0.89,0.09,1
300,6,50.0,997,20,1,2.73,8.0,0,6.3,0,0.31,0.17,0.61,0
2353,183,12.857923497267759,2112,133,1,0.75,13.0,1,3.2,0,0.3,0.15,0.51,0
152,131,1.1603053435114503,1280,64,1,1.23,23.0,1,1.6,0,0.78,0.03,0.62,0
300,3687,0.08136696501220504,40,105,0,19.33,1.0,0,24.2,1,0.79,0.85,0.18,1
42,59,0.711864406779661,2882,52,1,0.51,12.6,0,6.3,1,0.85,0.2,0.8,0
120,4014,0.029895366218236172,123,105,1,27.59,4.0,0,23.2,0,0.89,0.58,0.18,1
3400,228,14.912280701754385,450,79,1,0.14,6.0,0,5.3,1,0.64,0.24,0.6,0
32,160,0.2,1804,104,1,1.71,3.0,0,1.6,0,0.36,0.1,0.82,0
8,47,0.1702127659574468,942,83,1,0.04,2.4,0,6.4,0,0.61,0.1,0.94,0
141,173,0.815028901734104,1303,60,1,0.24,27.0,3,5.8,1,0.36,0.21,0.86,0
395,165,2.393939393939394,569,85,1,0.92,33.0,1,4.9,1,0.75,0.1,0.57,0
591,17,34.76470588235294,1387,53,1,0.34,6.0,0,5.9,0,0.48,0.13,0.61,0
20314,37168,0.5465454154111064,326,91,1,10.63,192.0,1,24.0,1,0.85,0.41,0.3,1
355,164,2.1646341463414633,536,101,0,0.47,106.5,10,3.8,0,0.35,0.13,0.81,0
82,200,0.41,267,69,1,0.34,24.599999999999998,1,3.0,0,0.35,0.24,0.92,0
91,26,3.5,1473,117,1,0.42,25.0,1,3.5,0,0.62,0.21,0.91,0
391,3343,0.11696081364044271,61,120,0,10.39,1.0,0,20.8,0,0.95,0.77,0.08,1
102,313,0.3258785942492013,3414,55,1,0.04,30.599999999999998,3,1.4,0,0.45,0.02,0.72,0
1766,92,19.195652173913043,2979,149,1,0.28,61.0,5,5.5,0,0.71,0.19,0.57,0
31,303,0.10231023102310231,318,88,1,0.37,5.0,0,5.8,1,0.56,0.12,0.74,0
413,4098,0.10078086871644705,185,151,1,5.48,2.0,0,26.1,1,0.85,0.6,0.08,1
1,175,0.005714285714285714,2160,111,1,0.78,0.3,0,0.1,0,0.68,0.11,0.53,0
70,146,0.4794520547945205,3035,85,0,0.57,15.0,1,0.1,0,0.61,0.24,0.91,0
3642,145,25.117241379310343,30,138,1,3.08,28.0,0,7.3,1,0.66,0.54,0.38,1
30,3427,0.008754012255617158,74,0,0,17.51,0.0,0,29.0,0,0.87,0.74,0.1,1
140,32,4.375,3319,102,1,0.11,6.0,0,1.2,0,0.39,0.1,0.75,0
416,387,1.074935400516796,3329,46,1,0.36,7.0,0,2.2,1,0.95,0.04,0.94,0
30,149,0.20134228187919462,2479,29,1,1.49,9.0,0,3.6,1,0.48,0.22,0.69,0
93,4523,0.020561574176431573,43,8,0,15.85,0.0,0,19.8,1,0.92,0.74,0.0,1
78393,33117,2.36715282181357,294,51,1,6.12,456.0,18,24.8,1,0.68,0.4,0.17,1
13,772,0.01683937823834197,2907,124,1,0.8,3.9,0,3.1,1,0.81,0.19,0.61,0
270,3347,0.0806692560501942,91,157,0,25.73,7.0,0,25.9,1,0.71,0.81,0.2,1
723,400,1.8075,1435,71,1,0.28,5.0,0,5.1,0,0.75,0.23,0.85,0
113,28,4.035714285714286,2213,66,1,0.83,17.0,1,2.2,0,0.91,0.01,0.85,0
328,279,1.1756272401433692,890,35,1,0.44,4.0,0,3.9,0,0.85,0.05,0.65,0
17,168,0.10119047619047619,383,83,1,0.65,5.1,0,1.2,0,0.61,0.22,0.73,0
98,4378,0.022384650525354044,88,104,0,5.49,5.0,0,27.0,0,0.76,0.55,0.08,1
29,1252,0.0231629392971246,1,17,0,38.54,2.0,0,16.0,1,0.89,0.91,0.1,1
53,4790,0.011064718162839248,105,0,1,12.61,0.0,0,17.1,1,0.97,0.64,0.03,1
332,4527,0.07333775127015683,113,109,1,28.11,8.0,0,22.0,1,0.91,0.6,0.14,1
1648,243,6.7818930041152266,2521,95,1,0.13,12.0,0,4.9,1,0.89,0.1,0.88,0
40769,74252,0.5490626515110704,435,73,1,13.24,130.0,5,16.9,1,0.8,0.55,0.4,1
74,187,0.39572192513368987,987,53,1,0.14,22.2,3,6.8,0,0.56,0.19,0.56,0
260,10,26.0,3186,63,1,1.1,8.0,0,1.8,0,0.92,0.25,0.86,0
637,299,2.130434782608696,1406,102,1,0.62,34.0,4,6.5,1,0.82,0.2,0.61,0
7,373,0.01876675603217158,507,57,1,0.72,2.1,0,0.3,1,0.88,0.0,0.59,0
96,6630,0.014479638009049774,71,12,0,30.81,1.0,0,25.8,1,0.91,0.6,0.07,1
32325,93100,0.3472073039742213,326,67,1,6.54,180.0,4,11.0,1,0.65,0.42,0.38,1
443,1842,0.24049945711183496,166,143,0,14.86,3.0,0,27.0,0,0.99,0.66,0.28,1
146,291,0.5017182130584192,3400,133,1,0.15,6.0,0,5.1,1,0.54,0.13,0.95,0
58,4184,0.013862332695984704,20,0,0,48.5,0.0,0,17.6,1,0.91,0.85,0.07,1
95,36,2.638888888888889,3322,40,1,0.54,28.5,2,7.8,0,0.53,0.04,0.65,0
72,42,1.7142857142857142,3742,92,1,0.59,21.599999999999998,3,7.7,1,0.83,0.05,0.6,0
65,30,2.1666666666666665,2710,99,1,0.81,19.5,2,4.7,0,0.46,0.17,0.91,0
316,25,12.64,997,39,1,0.1,7.0,0,0.4,0,0.39,0.18,0.53,0
157,92,1.7065217391304348,2159,65,1,0.01,11.0,1,3.9,1,0.9,0.01,0.76,0
3916,273,14.344322344322345,83,145,1,3.77,19.0,0,6.0,1,0.65,0.64,0.36,1
12027,546,22.02747252747253,290,115,1,0.11,17.0,1,5.4,1,0.86,0.23,0.88,0
76,4229,0.017971151572475762,94,6,0,22.37,0.0,0,23.0,1,0.99,0.77,0.1,1
73523,81281,0.9045533396488724,160,30,1,9.12,580.0,2,11.9,0,0.79,0.43,0.35,1
93,170,0.5470588235294118,1621,41,1,0.09,27.9,0,1.7,1,0.37,0.02,0.84,0
5146,32,160.8125,2481,68,1,0.33,10.0,0,5.0,1,0.71,0.0,0.94,0
13435,76146,0.17643737031492135,336,31,1,10.19,31.0,0,12.1,1,0.65,0.49,0.13,1
45,4337,0.010375835831219737,11,0,0,32.05,2.0,0,20.1,1,0.99,0.96,0.17,1
429,1854,0.2313915857605178,38,151,1,24.55,9.0,0,25.4,0,0.79,0.82,0.28,1
67,5674,0.011808248149453648,60,19,1,24.72,0.0,0,20.8,1,0.93,0.78,0.12,1
221,207,1.067632850241546,612,27,1,0.46,39.0,2,5.3,0,0.51,0.23,0.92,0
58,3,19.333333333333332,2355,106,1,3.3,12.0,0,0.7,0,0.3,0.19,0.51,0
3640,131,27.786259541984734,12,141,1,4.57,38.0,0,4.8,0,0.46,0.73,0.41,1
221,4865,0.04542651593011305,160,145,1,10.93,0.0,0,26.4,1,0.81,0.62,0.21,1
263,4,65.75,3162,59,1,2.27,77.0,7,1.2,0,0.37,0.22,0.73,0
1582,15,105.46666666666667,2450,128,1,0.45,48.0,2,6.1,1,0.75,0.06,0.78,0
59697,52229,1.1429856976009496,156,68,1,4.54,98.0,1,21.7,1,0.84,0.56,0.38,1
104,8,13.0,1205,28,1,0.32,6.0,0,1.9,1,0.47,0.09,0.8,0
58,3257,0.017807798587657353,52,0,0,13.73,2.0,0,17.8,0,0.98,0.99,0.18,1
33,537,0.061452513966480445,3816,98,1,0.04,9.9,0,3.7,1,0.78,0.23,0.69,0
1224,32,38.25,849,99,1,0.53,66.0,7,0.6,0,0.34,0.04,0.76,0
187,23,8.130434782608695,2836,95,1,1.45,1.0,0,6.0,1,0.44,0.05,0.66,0
769,21,36.61904761904762,3147,110,1,0.07,127.0,8,2.0,0,0.55,0.18,0.81,0
21,83,0.25301204819277107,1104,152,1,0.66,6.3,0,2.6,0,0.36,0.09,0.51,0
244,3814,0.06397482957524908,111,152,0,22.94,9.0,0,26.0,1,0.71,0.7,0.11,1
26,474,0.05485232067510549,1308,134,1,0.03,7.8,0,7.2,0,0.83,0.14,0.92,0
70,257,0.2723735408560311,225,100,1,0.61,0.0,0,7.3,1,0.6,0.14,0.93,0
21,4444,0.004725472547254726,19,0,0,45.52,0.0,0,28.5,0,0.94,0.69,0.15,1
10573,4,2643.25,3776,93,1,0.17,10.0,0,0.8,1,0.36,0.17,0.53,0
245,26,9.423076923076923,1540,60,1,0.22,35.0,3,7.0,1,0.86,0.15,0.56,0
7028,96,73.20833333333333,2421,90,1,0.33,216.0,21,7.1,0,0.84,0.1,0.55,0
4887,164,29.798780487804876,28,99,1,3.15,39.0,1,7.9,0,0.3,0.41,0.41,1
149,2712,0.054941002949852505,193,116,0,25.48,2.0,0,27.9,1,0.71,0.72,0.14,1
25,6762,0.003697131026323573,85,6,0,17.12,0.0,0,16.9,1,0.87,0.91,0.01,1
3119,68,45.86764705882353,412,106,1,0.01,28.0,1,2.7,1,0.93,0.16,0.63,0
63,75,0.84,1067,46,1,0.5,18.9,1,2.5,0,0.76,0.08,0.87,0
999,228,4.381578947368421,1794,79,1,2.49,21.0,1,6.7,0,0.37,0.15,0.95,0
28,7063,0.003964321110009911,55,0,0,20.82,1.0,0,24.6,1,0.99,0.83,0.02,1
3496,118,29.627118644067796,87,96,1,4.94,14.0,0,3.3,1,0.56,0.41,0.21,1
122,6,20.333333333333332,494,23,1,0.05,6.0,0,3.7,0,0.67,0.17,0.85,0
120,13,9.23076923076923,3890,37,1,0.1,1.0,0,6.2,0,0.8,0.06,0.52,0
98538,76018,1.296245626035939,478,89,1,13.51,911.0,40,18.0,0,0.85,0.35,0.21,1
84,5382,0.01560758082497213,88,0,0,39.83,2.0,0,27.6,1,0.92,0.8,0.02,1
51,6677,0.007638160850681443,102,0,0,19.03,2.0,0,27.8,1,0.9,0.77,0.02,1
544,696,0.7816091954022989,2425,28,1,0.64,12.0,0,0.6,0,0.9,0.23,0.5,0
103,62,1.6612903225806452,2498,105,1,0.04,30.9,4,1.3,0,0.89,0.17,0.6,0
23,14,1.6428571428571428,2268,88,1,0.8,3.0,0,1.4,0,0.64,0.23,0.59,0
9,1651,0.005451241671714113,1957,54,1,0.01,2.6999999999999997,0,2.7,1,0.7,0.14,0.54,0
300,2762,0.10861694424330195,130,154,0,6.52,5.0,0,25.2,1,0.83,0.73,0.22,1
8,4757,0.0016817321841496743,3703,74,1,1.22,2.4,0,1.9,0,0.84,0.06,0.68,0
41,116,0.35344827586206895,1955,40,1,3.39,12.299999999999999,0,6.2,1,0.61,0.1,0.65,0
911,1052,0.8659695817490495,3462,80,1,1.07,65.0,8,5.5,0,0.48,0.07,0.89,0
7,29,0.2413793103448276,2388,15,1,0.12,2.1,0,7.0,0,0.34,0.18,0.83,0
110,3660,0.030054644808743168,148,133,0,28.61,2.0,0,20.0,0,0.89,0.69,0.13,1
2058,300,6.86,37,114,1,1.32,79.0,0,9.9,0,0.33,0.72,0.27,1
9534,57,167.26315789473685,3758,54,1,0.24,34.0,3,0.4,0,0.69,0.08,0.85,0
475,121,3.925619834710744,1816,67,1,0.43,42.0,1,7.7,0,0.87,0.05,0.75,0
17,3,5.666666666666667,3246,48,1,0.8,5.1,0,5.2,1,0.5,0.18,0.9,0
724,211,3.4312796208530805,3632,60,1,0.41,39.0,4,1.0,0,0.3,0.03,0.66,0
49,79,0.620253164556962,710,84,1,0.55,3.0,0,6.4,1,0.6,0.18,0.7,0
4523,79,57.25316455696203,49,112,1,1.23,8.0,0,2.0,0,0.51,0.59,0.48,1
98,2847,0.03442219880576045,85,12,0,33.9,0.0,0,17.6,1,0.92,0.98,0.18,1
76,101,0.7524752475247525,3739,62,1,0.06,12.0,0,5.4,0,0.55,0.03,0.61,0
166,1672,0.09928229665071771,147,148,1,15.62,7.0,0,24.7,0,0.98,0.55,0.26,1
809,238,3.399159663865546,3790,36,0,1.19,31.0,2,5.6,0,0.76,0.09,0.82,0
274,93,2.946236559139785,3576,45,1,1.71,44.0,4,6.3,0,0.37,0.08,0.57,0
73043,55361,1.319394519607666,243,67,1,11.96,541.0,16,19.9,0,0.92,0.54,0.1,1
1011,18,56.166666666666664,1752,92,1,0.41,9.0,0,1.9,1,0.5,0.22,0.85,0
596,28,21.285714285714285,2245,47,1,0.45,4.0,0,7.7,1,0.94,0.21,0.69,0
479,762,0.6286089238845144,2810,75,1,1.36,0.0,0,3.3,1,0.41,0.16,0.78,0
61,53,1.150943396226415,3821,116,1,0.11,1.0,0,1.9,1,0.57,0.18,0.6,0
0,40,0.0,2202,67,1,2.16,0.0,0,5.6,0,0.49,0.21,0.71,0
432,178,2.4269662921348316,2262,142,1,0.91,43.0,1,7.7,0,0.71,0.08,0.57,0
231,4355,0.05304247990815155,36,120,1,5.08,8.0,0,28.4,1,0.89,0.86,0.12,1
36,54,0.6666666666666666,2210,105,1,0.11,2.0,0,1.8,0,0.91,0.0,0.6,0
1593,103,15.466019417475728,408,57,1,1.3,3.0,0,1.6,1,0.35,0.19,0.7,0
311,216,1.4398148148148149,1145,76,1,0.8,8.0,0,2.1,0,0.32,0.09,0.78,0
3351,184,18.21195652173913,46,136,1,4.25,37.0,0,4.6,0,0.59,0.67,0.35,1
2428,80,30.35,2281,83,0,0.74,6.0,0,7.1,1,0.44,0.15,0.68,0
114,4096,0.02783203125,116,154,0,26.4,5.0,0,22.2,1,0.82,0.69,0.29,1
95,3029,0.031363486299108616,69,0,0,24.33,0.0,0,29.1,1,0.97,0.69,0.07,1
347,23,15.08695652173913,2067,57,1,1.75,30.0,4,7.4,0,0.75,0.23,0.82,0
0,160,0.0,1939,73,1,0.22,0.0,0,5.9,0,0.51,0.08,0.88,0
214,2032,0.10531496062992125,2778,98,1,0.1,2.0,0,7.3,0,0.54,0.2,0.78,0
1660,175,9.485714285714286,3056,55,0,1.75,3.0,0,6.6,1,0.43,0.05,0.54,0
444,38,11.68421052631579,3872,44,1,0.31,31.0,0,5.5,1,0.83,0.09,0.72,0
9,1070,0.008411214953271028,408,116,1,0.36,2.6999999999999997,0,5.1,0,0.72,0.2,0.73,0
59,4518,0.013058875608676405,29,8,0,43.84,1.0,0,20.4,1,0.95,0.8,0.09,1
223,27,8.25925925925926,522,100,1,0.48,51.0,6,7.7,0,0.91,0.15,0.74,0
21,38,0.5526315789473685,3738,98,0,0.55,6.3,0,1.5,1,0.76,0.01,0.52,0
226,1482,0.1524966261808367,179,148,1,16.19,7.0,0,29.7,0,0.75,0.76,0.25,1
195,93,2.096774193548387,817,101,1,2.33,5.0,0,5.3,0,0.71,0.11,0.58,0
1858,19,97.78947368421052,1030,82,1,0.15,0.0,0,0.3,0,0.62,0.02,0.58,0
107,1739,0.06152961472110408,192,115,1,27.19,4.0,0,25.3,1,0.75,0.61,0.18,1
3584,12,298.6666666666667,3798,77,1,0.45,7.0,0,6.1,0,0.51,0.21,0.88,0
133,251,0.5298804780876494,1922,133,1,0.2,12.0,0,7.6,1,0.72,0.21,0.64,0
357,197,1.8121827411167513,232,72,1,0.18,23.0,1,6.0,0,0.57,0.17,0.75,0
12,63,0.19047619047619047,2412,8,1,1.42,3.5999999999999996,0,7.5,0,0.48,0.03,0.8,0
271,91,2.978021978021978,311,12,1,0.32,3.0,0,0.2,0,0.46,0.1,0.69,0
77,6424,0.011986301369863013,64,11,0,15.05,0.0,0,28.1,1,0.92,0.64,0.05,1
240,2,120.0,2060,111,0,0.42,17.0,2,6.1,0,0.92,0.05,0.55,0
14,113,0.12389380530973451,1010,55,1,0.37,1.0,0,1.3,0,0.66,0.11,0.93,0
196,4140,0.04734299516908213,149,144,0,10.46,1.0,0,23.1,1,0.87,0.66,0.11,1
143,535,0.2672897196261682,2015,116,1,0.91,20.0,1,2.1,0,0.82,0.16,0.88,0
24,287,0.08362369337979095,2497,84,1,1.54,7.199999999999999,0,2.9,0,0.72,0.09,0.85,0
37,603,0.06135986733001658,2918,95,1,1.85,11.1,1,5.1,0,0.36,0.24,0.55,0
97,92,1.0543478260869565,222,12,1,0.41,29.099999999999998,4,2.9,0,0.89,0.12,0.7,0
1156,2913,0.39684174390662547,1133,85,1,1.86,11.0,1,1.0,0,0.92,0.1,0.89,0
9,69,0.13043478260869565,3670,39,1,0.22,2.6999999999999997,0,2.9,0,0.52,0.2,0.9,0
2139,349,6.128939828080229,70,78,1,4.42,47.0,0,2.5,0,0.65,0.63,0.26,1
119,189,0.6296296296296297,3388,96,0,0.09,2.0,0,3.5,1,0.79,0.23,0.7,0
331,2377,0.139251156920488,2974,60,1,0.2,5.0,0,2.7,1,0.81,0.16,0.72,0
75,677,0.11078286558345643,2633,57,1,0.48,6.0,0,1.1,0,0.77,0.07,0.83,0
94,7174,0.013102871480345692,58,17,0,45.08,0.0,0,16.9,0,0.98,0.77,0.02,1
55025,21434,2.5671829803116544,159,36,1,8.51,349.0,12,18.7,1,0.94,0.42,0.33,1
374,86,4.348837209302325,468,129,1,0.11,85.0,3,6.8,0,0.74,0.17,0.77,0
23,4146,0.005547515677761698,93,10,0,14.12,2.0,0,23.0,1,1.0,0.9,0.1,1
1229,31,39.645161290322584,2742,104,1,0.92,29.0,2,7.9,0,0.43,0.07,0.81,0
224,58,3.8620689655172415,937,73,1,0.04,19.0,1,5.0,0,0.31,0.08,0.6,0
133,106,1.2547169811320755,1308,24,1,0.03,2.0,0,6.2,0,0.49,0.08,0.75,0
227,4417,0.05139234774733983,153,150,1,8.72,5.0,0,28.7,0,0.73,0.59,0.24,1
37,299,0.12374581939799331,3097,46,1,0.13,11.1,0,7.0,0,0.85,0.15,0.59,0
1087,271,4.011070110701107,1257,95,1,0.05,8.0,0,1.0,0,0.72,0.22,0.85,0
328,174,1.8850574712643677,243,95,1,3.24,2.0,0,7.7,1,0.86,0.08,0.95,0
725,73,9.931506849315069,2381,59,1,1.03,149.0,14,4.0,0,0.44,0.2,0.93,0
64716,86341,0.7495396161730812,286,42,1,11.21,600.0,6,10.3,1,0.69,0.41,0.13,1
134,116,1.1551724137931034,3500,73,1,0.03,1.0,0,6.5,0,0.64,0.19,0.65,0
64,1183,0.05409974640743871,40,7,0,48.67,0.0,0,26.9,1,0.92,0.68,0.16,1
550,103,5.339805825242719,3730,65,1,0.97,1.0,0,6.7,0,0.71,0.23,0.87,0
371,2345,0.1582089552238806,170,135,1,13.13,1.0,0,26.4,0,0.81,0.63,0.29,1
44478,39227,1.1338618808473755,453,93,1,11.19,379.0,0,15.4,1,0.75,0.63,0.22,1
190,4883,0.038910505836575876,82,100,0,9.23,7.0,0,20.2,0,0.73,0.69,0.07,1
1157,61,18.9672131147541,3074,15,1,1.26,119.0,4,7.8,1,0.38,0.08,0.73,0
1228,1451,0.8463128876636802,3498,128,1,1.47,40.0,4,4.0,1,0.87,0.19,0.88,0
53,51,1.0392156862745099,931,63,1,0.01,2.0,0,0.3,0,0.88,0.13,0.74,0
28,76,0.3684210526315789,861,127,1,0.47,8.4,0,2.1,0,0.4,0.06,0.57,0
114,108,1.0555555555555556,2576,47,1,0.86,34.199999999999996,1,2.2,0,0.65,0.0,0.8,0
229,74,3.0945945945945947,1092,61,0,0.22,1.0,0,5.9,1,0.74,0.11,0.59,0
572,5,114.4,748,106,0,0.36,9.0,0,2.5,1,0.72,0.12,0.85,0
1647,200,8.235,1894,84,1,0.39,2.0,0,3.1,0,0.65,0.0,0.71,0
181,851,0.21269095182138661,3457,106,1,0.26,8.0,0,6.4,0,0.45,0.06,0.91,0
220,26,8.461538461538462,2562,41,1,2.68,42.0,2,5.4,0,0.7,0.08,0.62,0
69697,26557,2.6244304703091466,203,96,1,13.16,173.0,5,18.2,0,0.77,0.48,0.24,1
62,4443,0.013954535223947783,115,8,0,34.37,1.0,0,17.0,0,0.98,0.82,0.09,1
55,141,0.3900709219858156,1853,107,1,2.03,0.0,0,5.4,0,0.69,0.02,0.9,0
57,2672,0.02133233532934132,61,6,0,48.47,0.0,0,15.3,0,0.9,0.88,0.2,1
229,1191,0.19227539882451722,65,151,0,21.08,0.0,0,28.8,0,0.86,0.7,0.28,1
54,809,0.06674907292954264,100,6,0,18.04,1.0,0,23.0,0,0.94,0.94,0.15,1
8,67,0.11940298507462686,1571,138,1,1.29,2.4,0,0.7,0,0.9,0.02,0.62,0
44,4545,0.009680968096809682,21,0,0,45.49,1.0,0,23.6,0,0.94,0.71,0.15,1
68,131,0.5190839694656488,2142,10,0,1.41,15.0,1,5.7,0,0.9,0.17,0.83,0
72,229,0.314410480349345,584,69,1,1.31,4.0,0,5.0,1,0.42,0.02,0.66,0
6069,126,48.166666666666664,1143,48,1,0.0,9.0,0,7.8,1,0.73,0.21,0.75,0
46,578,0.07958477508650519,1220,120,1,1.5,8.0,1,0.6,1,0.4,0.1,0.56,0
7866,33,238.36363636363637,373,23,1,2.59,11.0,0,2.5,0,0.86,0.1,0.83,0
481,59,8.152542372881356,2292,72,1,0.35,2.0,0,6.5,1,0.95,0.19,0.76,0
9872,11,897.4545454545455,3908,107,1,0.17,13.0,1,4.7,0,0.94,0.1,0.52,0
26779,36606,0.7315467409714255,455,41,1,13.03,67.0,0,17.2,0,0.77,0.49,0.19,1
110,382,0.2879581151832461,3622,77,1,0.32,33.0,4,5.3,1,0.51,0.16,0.53,0
683,488,1.3995901639344261,1329,97,1,0.2,4.0,0,0.3,1,0.6,0.04,0.94,0
638,68,9.382352941176471,469,109,0,1.17,47.0,3,4.5,0,0.43,0.06,0.6,0
4106,107,38.373831775700936,40,113,1,3.12,41.0,1,6.3,0,0.34,0.66,0.35,1
2708,253,10.703557312252965,85,133,1,2.35,93.0,2,8.8,0,0.68,0.44,0.49,1
50,5308,0.009419743782969104,92,0,0,24.18,2.0,0,19.3,0,0.96,0.84,0.16,1
4,800,0.005,1756,34,1,0.08,1.2,0,3.8,0,0.34,0.14,0.75,0
33,656,0.05030487804878049,109,0,0,25.1,1.0,0,16.3,1,0.87,0.94,0.04,1
2634,56,47.035714285714285,3909,96,1,1.36,6.0,0,3.4,1,0.35,0.13,0.95,0
3,369,0.008130081300813009,3948,38,1,0.13,0.8999999999999999,0,1.3,1,0.49,0.04,0.9,0
295,529,0.55765595463138,3729,89,1,0.22,11.0,1,3.0,0,0.5,0.15,0.62,0
21,4,5.25,1744,99,1,0.09,6.3,0,3.4,1,0.7,0.04,0.74,0
165,129,1.2790697674418605,1976,134,1,2.13,0.0,0,1.5,0,0.39,0.0,0.78,0
3,117,0.02564102564102564,2242,133,1,0.4,0.8999999999999999,0,0.1,0,0.47,0.2,0.62,0
49,4904,0.00999184339314845,79,14,0,48.22,2.0,0,27.4,1,0.93,0.86,0.1,1
77,2,38.5,3770,41,1,0.44,23.099999999999998,1,4.8,1,0.8,0.02,0.75,0
138,630,0.21904761904761905,2631,27,1,1.18,2.0,0,2.9,1,0.3,0.02,0.78,0
25,20,1.25,3846,60,1,0.06,7.0,0,1.5,0,0.86,0.11,0.91,0
25332,17,1490.1176470588234,431,72,1,0.46,116.0,8,4.5,1,0.42,0.22,0.93,0
218,420,0.5190476190476191,3535,65,1,0.5,6.0,0,6.4,0,0.91,0.1,0.59,0
2668,42,63.523809523809526,657,87,1,0.25,1.0,0,0.3,1,0.36,0.14,0.89,0
3,23,0.13043478260869565,1597,86,1,1.03,0.8999999999999999,0,7.0,0,0.57,0.07,0.77,0
174,280,0.6214285714285714,2706,102,1,1.56,2.0,0,0.7,0,0.45,0.07,0.85,0
58642,40303,1.4550281616753096,464,39,1,13.61,433.0,16,18.6,0,0.71,0.36,0.23,1
448,3924,0.11416921508664628,147,150,1,23.99,0.0,0,20.6,0,0.8,0.58,0.18,1
291,2535,0.11479289940828402,163,129,0,10.57,1.0,0,23.8,0,0.75,0.66,0.1,1
443,659,0.6722306525037937,445,54,1,0.63,12.0,1,1.5,0,0.44,0.15,0.83,0
132,414,0.3188405797101449,2996,79,1,0.02,7.0,0,4.1,1,0.82,0.11,0.5,0
128,26,4.923076923076923,2880,74,1,0.3,38.4,2,4.9,1,0.8,0.14,0.62,0
281,120,2.341666666666667,2365,62,1,0.23,3.0,0,4.4,0,0.58,0.15,0.54,0
42,3978,0.010558069381598794,89,7,0,32.02,1.0,0,21.2,1,0.9,0.94,0.04,1
451,3223,0.13993174061433447,36,123,0,6.15,8.0,0,20.7,1,0.71,0.5,0.22,1
412,3169,0.13000946670874092,129,157,1,7.62,3.0,0,24.7,1,0.76,0.53,0.06,1
999,470,2.125531914893617,11,115,1,1.46,89.0,1,2.8,0,0.4,0.72,0.41,1
3688,307,12.013029315960912,1831,80,1,0.6,40.0,2,1.8,1,0.77,0.07,0.68,0
600,7,85.71428571428571,1859,67,1,0.18,9.0,0,4.8,0,0.55,0.11,0.88,0
52,653,0.07963246554364471,49,10,0,25.91,2.0,0,21.5,0,0.93,0.74,0.13,1
29,261,0.1111111111111111,408,88,1,0.04,2.0,0,2.7,0,0.9,0.08,0.71,0
1351,62,21.79032258064516,82,150,1,2.82,12.0,0,6.0,0,0.51,0.73,0.42,1
90,4675,0.019251336898395723,86,10,0,32.55,1.0,0,25.2,1,0.95,0.92,0.16,1
9731,85,114.48235294117647,228,75,1,0.12,59.0,4,4.0,0,0.74,0.11,0.93,0
42,6416,0.006546134663341646,36,13,0,15.86,2.0,0,30.0,1,0.87,0.91,0.03,1
197,13,15.153846153846153,663,31,1,0.88,17.0,2,1.3,0,0.55,0.21,0.73,0
445,4266,0.1043131739334271,176,102,0,19.17,5.0,0,25.0,1,0.93,0.89,0.26,1
413,5,82.6,3954,64,1,0.78,79.0,10,5.9,0,0.73,0.19,0.56,0
10,20,0.5,1492,60,1,0.12,3.0,0,1.6,0,0.49,0.09,0.92,0
75,118,0.635593220338983,367,78,1,0.3,22.5,1,5.6,0,0.36,0.22,0.86,0
161,4870,0.033059548254620125,60,133,1,24.05,2.0,0,26.1,1,0.94,0.61,0.25,1
42,4188,0.01002865329512894,91,0,0,34.17,1.0,0,18.5,0,0.99,0.81,0.04,1
181,4904,0.03690864600326264,151,141,1,12.1,6.0,0,28.0,1,0.97,0.78,0.15,1
189,1009,0.18731417244796827,133,140,0,5.98,5.0,0,24.1,0,0.92,0.79,0.29,1
2072,493,4.202839756592292,39,126,1,2.84,27.0,1,9.4,0,0.55,0.58,0.24,1
429,2189,0.19597989949748743,84,104,1,8.42,3.0,0,25.2,1,0.7,0.58,0.09,1
428,33,12.969696969696969,240,17,1,0.66,54.0,3,2.4,0,0.87,0.05,0.54,0
13,4074,0.0031909671084928816,75,0,1,48.33,0.0,0,15.0,1,0.9,0.69,0.11,1
5,85,0.058823529411764705,2943,100,1,0.37,1.5,0,4.8,1,0.85,0.15,0.89,0
336,1808,0.18584070796460178,57,109,0,10.33,0.0,0,28.4,1,0.93,0.68,0.25,1
32,45,0.7111111111111111,1100,81,1,1.65,9.6,0,2.7,1,0.55,0.08,0.8,0
2951,4,737.75,3561,114,1,0.32,2.0,0,4.0,0,0.47,0.24,0.73,0
3030,62,48.87096774193548,917,56,1,0.2,14.0,1,3.9,0,0.63,0.02,0.83,0
94609,89764,1.0539748674301501,430,57,1,13.73,704.0,15,16.6,0,0.8,0.47,0.16,1
76,2907,0.026143790849673203,112,9,0,37.28,2.0,0,21.5,0,0.93,0.69,0.08,1
498,1748,0.28489702517162474,134,159,0,16.31,5.0,0,28.5,1,0.97,0.68,0.24,1
